日期,最高气温,最低气温,天气,风向,空气质量
2017-09-11 星期一 ,29℃,13℃,晴,西南风 1级,
2017-09-12 星期二 ,27℃,15℃,晴,东风 2级,
2017-09-13 星期三 ,24℃,14℃,多云,东北风 1级,
2017-09-14 星期四 ,23℃,15℃,小雨,南风 1级,
2017-09-15 星期五 ,26℃,14℃,晴,东风 1级,
2017-09-16 星期六 ,25℃,13℃,阵雨,东南风 1级,
2017-09-17 星期日 ,25℃,13℃,多云,东北风 1级,
2017-09-18 星期一 ,24℃,13℃,多云,西南风 2级,
2017-09-19 星期二 ,20℃,12℃,小雨,东北风 2级,
2017-09-20 星期三 ,26℃,11℃,晴,东南风 2级,
2017-09-21 星期四 ,25℃,12℃,晴,东北风 1级,
2017-09-22 星期五 ,25℃,12℃,多云,东风 1级,
2017-09-23 星期六 ,24℃,13℃,多云,东北风 1级,
2017-09-24 星期日 ,25℃,14℃,多云,东北风 1级,
2017-09-25 星期一 ,25℃,11℃,多云,东北风 2级,
2017-09-26 星期二 ,16℃,10℃,小雨,东北风 1级,
2017-09-27 星期三 ,21℃,10℃,多云,东风 1级,
2017-09-28 星期四 ,24℃,11℃,晴,东北风 1级,
2017-09-29 星期五 ,25℃,11℃,晴,东北风 1级,
2017-09-30 星期六 ,24℃,13℃,多云,南风 1级,
2017-10-01 星期日 ,26℃,12℃,多云,东南风 1级,
2017-10-02 星期一 ,15℃,7℃,阴,西北风 1级,
2017-10-03 星期二 ,16℃,7℃,阴,东北风 1级,
2017-10-04 星期三 ,23℃,7℃,晴,东风 2级,
2017-10-05 星期四 ,26℃,9℃,晴,东北风 2级,
2017-10-06 星期五 ,23℃,10℃,多云,北风 1级,
2017-10-07 星期六 ,24℃,7℃,晴,东风 1级,
2017-10-08 星期日 ,8℃,3℃,小雨,东北风 1级,
2017-10-09 星期一 ,8℃,1℃,雨夹雪,东北风 1级,
2017-10-10 星期二 ,11℃,1℃,多云,东北风 1级,
2017-10-11 星期三 ,8℃,1℃,阵雨,东南风 1级,
2017-10-12 星期四 ,16℃,5℃,晴,西南风 1级,
2017-10-13 星期五 ,15℃,6℃,阴,东风 1级,
2017-10-14 星期六 ,15℃,5℃,多云,北风 微风,
2017-10-15 星期日 ,12℃,7℃,阴,东风 1级,
2017-10-16 星期一 ,15℃,7℃,多云,东风 2级,
2017-10-17 星期二 ,17℃,6℃,多云,东北风 2级,
2017-10-18 星期三 ,18℃,5℃,多云,西南风 1级,
2017-10-19 星期四 ,21℃,6℃,晴,西南风 1级,
2017-10-20 星期五 ,19℃,7℃,多云,东南风 1级,
2017-10-21 星期六 ,15℃,7℃,阴,西南风 1级,
2017-10-22 星期日 ,18℃,4℃,多云,东北风 1级,
2017-10-23 星期一 ,19℃,6℃,晴,东风 1级,
2017-10-24 星期二 ,13℃,7℃,多云,西南风 1级,
2017-10-25 星期三 ,13℃,4℃,阴,北风 1级,
2017-10-26 星期四 ,4℃,0℃,晴,无持续风向 小于3级,
2017-10-27 星期五 ,3℃,0℃,多云,无持续风向 小于3级,
2017-10-28 星期六 ,3℃,0℃,多云,无持续风向 小于3级,
2017-10-29 星期日 ,6℃,0℃,多云,无持续风向 小于3级,
2017-10-30 星期一 ,16℃,6℃,多云,西南风 1级,
2017-10-31 星期二 ,16℃,5℃,多云,北风 微风,
2017-11-01 星期三 ,19℃,4℃,晴,北风 微风,
2017-11-02 星期四 ,18℃,3℃,晴,北风 微风,
2017-11-03 星期五 ,17℃,2℃,晴,西南风 1级,
2017-11-04 星期六 ,18℃,2℃,晴,西南风 1级,
2017-11-05 星期日 ,19℃,3℃,晴,北风 微风,
2017-11-06 星期一 ,14℃,0℃,多云,东风 1级,
2017-11-07 星期二 ,16℃,1℃,晴,东风 1级,
2017-11-08 星期三 ,18℃,3℃,晴,北风 微风,
2017-11-09 星期四 ,10℃,2℃,多云,东南风 1级,
2017-11-10 星期五 ,12℃,3℃,多云,南风 1级,
2017-11-11 星期六 ,16℃,1℃,多云,东风 微风,
2017-11-12 星期日 ,12℃,1℃,多云,东北风 1级,
2017-11-13 星期一 ,11℃,-1℃,晴,东风 1级,
2017-11-14 星期二 ,12℃,-1℃,晴,东风 1级,
2017-11-15 星期三 ,14℃,0℃,多云,东风 2级,
2017-11-16 星期四 ,12℃,1℃,晴,东北风 微风,
2017-11-17 星期五 ,8℃,-1℃,多云,东风 1级,
2017-11-18 星期六 ,8℃,-1℃,多云,东风 2级,
2017-11-19 星期日 ,5℃,-3℃,多云,东风 2级,
2017-11-20 星期一 ,8℃,-3℃,多云,东南风 1级,
2017-11-21 星期二 ,5℃,-4℃,多云,东风 2级,
2017-11-22 星期三 ,4℃,-4℃,多云,东风 1级,
2017-11-23 星期四 ,7℃,-4℃,多云,西南风 1级,
2017-11-24 星期五 ,8℃,-4℃,晴,南风 微风,
2017-11-25 星期六 ,9℃,-6℃,晴,东北风 1级,
2017-11-26 星期日 ,11℃,-6℃,晴,东南风 1级,
2017-11-27 星期一 ,7℃,-5℃,晴,西南风 1级,
2017-11-28 星期二 ,7℃,-3℃,多云,南风 1级,
2017-11-29 星期三 ,5℃,-5℃,多云,西风 微风,
2017-11-30 星期四 ,5℃,-7℃,晴,东风 微风,
2017-12-01 星期五 ,8℃,-6℃,晴,西南风 1级,
2017-12-02 星期六 ,6℃,-6℃,晴,东南风 1级,
2017-12-03 星期日 ,6℃,-7℃,晴,东北风 2级,
2017-12-04 星期一 ,5℃,-7℃,多云,东北风 1级,
2017-12-05 星期二 ,6℃,-8℃,晴,西风 1级,
2017-12-06 星期三 ,6℃,-6℃,多云,南风 1级,
2017-12-07 星期四 ,5℃,-8℃,晴,南风 1级,
2017-12-08 星期五 ,4℃,-7℃,多云,东北风 1级,
2017-12-09 星期六 ,4℃,-8℃,晴,南风 1级,
2017-12-10 星期日 ,5℃,-8℃,多云,南风 微风,
2017-12-11 星期一 ,4℃,-7℃,多云,南风 1级,
2017-12-12 星期二 ,5℃,-7℃,晴,东南风 微风,
2017-12-13 星期三 ,3℃,-6℃,多云,东风 1级,
2017-12-14 星期四 ,1℃,-7℃,多云,南风 1级,
2017-12-15 星期五 ,1℃,-9℃,多云,东北风 2级,
2017-12-16 星期六 ,2℃,-8℃,晴,东风 1级,
2017-12-17 星期日 ,3℃,-9℃,晴,南风 1级,
2017-12-18 星期一 ,2℃,-9℃,晴,南风 微风,
2017-12-19 星期二 ,4℃,-8℃,晴,南风 微风,
2017-12-20 星期三 ,6℃,-8℃,晴,南风 微风,
2017-12-21 星期四 ,7℃,-8℃,晴,西南风 微风,
2017-12-22 星期五 ,4℃,-8℃,晴,西风 微风,
2017-12-23 星期六 ,5℃,-7℃,晴,东北风 2级,
2017-12-24 星期日 ,5℃,-8℃,晴,东北风 1级,
2017-12-25 星期一 ,3℃,-7℃,晴,东南风 1级,
2017-12-26 星期二 ,7℃,-7℃,晴,东南风 微风,
2017-12-27 星期三 ,11℃,-7℃,晴,西风 微风,
2017-12-28 星期四 ,5℃,-8℃,晴,东风 2级,
2017-12-29 星期五 ,0℃,-11℃,小雪,东风 1级,
2017-12-30 星期六 ,3℃,-10℃,晴,南风 微风,
2017-12-31 星期日 ,4℃,-9℃,晴,南风 微风,
2018-01-01 星期一 ,2℃,-7℃,晴,西南风 1级,
2018-01-02 星期二 ,-2℃,-5℃,多云,东南风 2级,
2018-01-03 星期三 ,-2℃,-8℃,小雪,东南风 2级,
2018-01-04 星期四 ,3℃,-9℃,多云,东风 1级,
2018-01-05 星期五 ,2℃,-8℃,多云,东北风 2级,
2018-01-06 星期六 ,-4℃,-10℃,小雪,东北风 2级,
2018-01-07 星期日 ,-6℃,-14℃,小雪,南风 2级,
2018-01-08 星期一 ,-2℃,-14℃,晴,南风 1级,
2018-01-09 星期二 ,1℃,-12℃,晴,西风 1级,
2018-01-10 星期三 ,2℃,-11℃,晴,南风 微风,
2018-01-11 星期四 ,3℃,-11℃,晴,东南风 微风,
2018-01-12 星期五 ,3℃,-10℃,晴,西南风 1级,
2018-01-13 星期六 ,1℃,-10℃,多云,东北风 1级,
2018-01-14 星期日 ,3℃,-7℃,晴,东北风 1级,
2018-01-15 星期一 ,3℃,-7℃,晴,南风 微风,
2018-01-16 星期二 ,8℃,-6℃,晴,北风 微风,
2018-01-17 星期三 ,2℃,-6℃,多云,北风 1级,
2018-01-18 星期四 ,4℃,-6℃,多云,南风 1级,
2018-01-19 星期五 ,5℃,-7℃,晴,东风 1级,
2018-01-20 星期六 ,6℃,-6℃,多云,东北风 1级,
2018-01-21 星期日 ,5℃,-8℃,多云,东北风 2级,
2018-01-22 星期一 ,5℃,-7℃,晴,西南风 1级,
2018-01-23 星期二 ,5℃,-7℃,多云,南风 1级,
2018-01-24 星期三 ,2℃,-6℃,多云,东风 1级,
2018-01-25 星期四 ,2℃,-8℃,多云,东北风 1级,
2018-01-26 星期五 ,1℃,-7℃,多云,东风 1级,
2018-01-27 星期六 ,1℃,-9℃,小雪,东南风 2级,
2018-01-28 星期日 ,-3℃,-12℃,小雪,东北风 2级,
2018-01-29 星期一 ,-3℃,-13℃,多云,东风 2级,
2018-01-30 星期二 ,-5℃,-15℃,多云,东风 2级,
2018-01-31 星期三 ,-1℃,-14℃,晴,南风 1级,
2018-02-01 星期四 ,0℃,-13℃,晴,东风 3级,
2018-02-02 星期五 ,-1℃,-12℃,多云,东南风 1级,
2018-02-03 星期六 ,0℃,-11℃,晴,东北风 1级,
2018-02-04 星期日 ,1℃,-12℃,晴,南风 1级,
2018-02-05 星期一 ,2℃,-11℃,晴,东北风 1级,
2018-02-06 星期二 ,4℃,-10℃,晴,南风 1级,
2018-02-07 星期三 ,5℃,-9℃,多云,西风 微风,
2018-02-08 星期四 ,4℃,-9℃,晴,东北风 1级,
2018-02-09 星期五 ,2℃,-10℃,浮尘,东北风 3级,
2018-02-10 星期六 ,-1℃,-11℃,多云,南风 1级,
2018-02-11 星期日 ,3℃,-11℃,晴,东南风 1级,
2018-02-12 星期一 ,8℃,-10℃,晴,东南风 微风,
2018-02-13 星期二 ,12℃,-7℃,晴,东南风 微风,
2018-02-14 星期三 ,8℃,-5℃,多云,南风 1级,
2018-02-15 星期四 ,12℃,-5℃,多云,西风 1级,
2018-02-16 星期五 ,14℃,-6℃,晴,东风 微风,
2018-02-17 星期六 ,5℃,-2℃,小雪,东风 2级,
2018-02-18 星期日 ,5℃,-5℃,小雪,东北风 1级,
2018-02-19 星期一 ,9℃,-5℃,多云,东北风 2级,
2018-02-20 星期二 ,0℃,-8℃,小雪,东风 2级,
2018-02-21 星期三 ,4℃,-8℃,多云,东风 1级,
2018-02-22 星期四 ,9℃,-7℃,晴,北风 1级,
2018-02-23 星期五 ,9℃,-5℃,晴,东北风 2级,
2018-02-24 星期六 ,9℃,-5℃,晴,南风 1级,
2018-02-25 星期日 ,14℃,-5℃,晴,西风 1级,
2018-02-26 星期一 ,13℃,-2℃,多云,东风 1级,
2018-02-27 星期二 ,12℃,-1℃,多云,南风 1级,
2018-02-28 星期三 ,15℃,-2℃,晴,东北风 1级,
2018-03-01 星期四 ,14℃,-1℃,多云,东北风 1级,
2018-03-02 星期五 ,19℃,-1℃,晴,北风 微风,
2018-03-03 星期六 ,14℃,1℃,多云,东风 2级,
2018-03-04 星期日 ,13℃,2℃,多云,东南风 1级,
2018-03-05 星期一 ,12℃,2℃,多云,东风 2级,
2018-03-06 星期二 ,13℃,2℃,阴,西南风 1级,
2018-03-07 星期三 ,11℃,-2℃,多云,东风 1级,
2018-03-08 星期四 ,16℃,-1℃,晴,东北风 1级,
2018-03-09 星期五 ,19℃,0℃,晴,西南风 1级,
2018-03-10 星期六 ,19℃,2℃,晴,东北风 1级,
2018-03-11 星期日 ,21℃,3℃,晴,东风 2级,
2018-03-12 星期一 ,22℃,5℃,晴,南风 微风,
2018-03-13 星期二 ,22℃,4℃,多云,东风 1级,
2018-03-14 星期三 ,24℃,3℃,晴,南风 1级,
2018-03-15 星期四 ,23℃,4℃,晴,北风 1级,
2018-03-16 星期五 ,20℃,6℃,多云,东风 2级,
2018-03-17 星期六 ,15℃,4℃,阴,东风 1级,
2018-03-18 星期日 ,15℃,3℃,阴,东南风 1级,
2018-03-19 星期一 ,20℃,2℃,多云,东北风 2级,
2018-03-20 星期二 ,17℃,2℃,多云,东北风 2级,
2018-03-21 星期三 ,18℃,3℃,晴,东南风 1级,
2018-03-22 星期四 ,20℃,3℃,晴,东北风 1级,
2018-03-23 星期五 ,22℃,7℃,晴,东北风 1级,
2018-03-24 星期六 ,21℃,6℃,多云,南风 1级,
2018-03-25 星期日 ,23℃,7℃,晴,东北风 1级,
2018-03-26 星期一 ,21℃,6℃,多云,西南风 1级,
2018-03-27 星期二 ,26℃,6℃,晴,西南风 1级,
2018-03-28 星期三 ,27℃,8℃,晴,东风 1级,
2018-03-29 星期四 ,26℃,10℃,晴,东南风 2级,
2018-03-30 星期五 ,21℃,11℃,浮尘,东风 1级,
2018-03-31 星期六 ,20℃,6℃,多云,西南风 2级,
2018-04-01 星期日 ,26℃,7℃,晴,东南风 1级,
2018-04-02 星期一 ,28℃,9℃,晴,东风 1级,
2018-04-03 星期二 ,22℃,6℃,多云,东北风 2级,
2018-04-04 星期三 ,19℃,5℃,浮尘,东北风 2级,
2018-04-05 星期四 ,8℃,-2℃,浮尘,东北风 微风,
2018-04-06 星期五 ,11℃,-4℃,晴,东南风 1级,
2018-04-07 星期六 ,20℃,0℃,晴,南风 1级,
2018-04-08 星期日 ,23℃,4℃,晴,西南风 1级,
2018-04-09 星期一 ,25℃,6℃,晴,东北风 2级,
2018-04-10 星期二 ,20℃,8℃,浮尘,东风 1级,
2018-04-11 星期三 ,23℃,8℃,多云,东北风 1级,
2018-04-12 星期四 ,15℃,4℃,小雨,西南风 微风,
2018-04-13 星期五 ,10℃,3℃,阴,西南风 1级,
2018-04-14 星期六 ,13℃,2℃,晴,南风 1级,
2018-04-15 星期日 ,19℃,3℃,多云,东南风 1级,
2018-04-16 星期一 ,24℃,5℃,晴,东风 1级,
2018-04-17 星期二 ,26℃,7℃,晴,东风 微风,
2018-04-18 星期三 ,29℃,11℃,晴,东南风 2级,
2018-04-19 星期四 ,28℃,13℃,晴,东北风 1级,
2018-04-20 星期五 ,26℃,13℃,多云,南风 1级,
2018-04-21 星期六 ,23℃,12℃,多云,东南风 1级,
2018-04-22 星期日 ,23℃,10℃,多云,东风 2级,
2018-04-23 星期一 ,14℃,8℃,小雨,东北风 1级,
2018-04-24 星期二 ,18℃,8℃,多云,东北风 1级,
2018-04-25 星期三 ,22℃,9℃,多云,西风 1级,
2018-04-26 星期四 ,23℃,9℃,多云,北风 1级,
2018-04-27 星期五 ,25℃,9℃,晴,东风 2级,
2018-04-28 星期六 ,25℃,9℃,晴,北风 1级,
2018-04-29 星期日 ,24℃,11℃,多云,东风 2级,
2018-04-30 星期一 ,20℃,10℃,小雨,东南风 1级,
2018-05-01 星期二 ,22℃,8℃,多云,东风 1级,
2018-05-02 星期三 ,25℃,9℃,晴,东风 1级,
2018-05-03 星期四 ,28℃,13℃,晴,东风 2级,
2018-05-04 星期五 ,27℃,14℃,多云,东北风 1级,
2018-05-05 星期六 ,18℃,9℃,阴,东风 2级,
2018-05-06 星期日 ,24℃,8℃,晴,东风 1级,
2018-05-07 星期一 ,27℃,12℃,晴,东风 1级,
2018-05-08 星期二 ,22℃,12℃,多云,东南风 2级,
2018-05-09 星期三 ,17℃,10℃,小雨,东风 1级,
2018-05-10 星期四 ,16℃,9℃,小雨,东南风 1级,
2018-05-11 星期五 ,23℃,9℃,多云,东风 2级,
2018-05-12 星期六 ,27℃,12℃,晴,南风 1级,
2018-05-13 星期日 ,32℃,13℃,晴,西南风 1级,
2018-05-14 星期一 ,33℃,16℃,晴,东南风 2级,
2018-05-15 星期二 ,33℃,17℃,晴,东北风 2级,
2018-05-16 星期三 ,29℃,15℃,多云,东风 2级,
2018-05-17 星期四 ,30℃,16℃,多云,西南风 1级,
2018-05-18 星期五 ,32℃,15℃,多云,东南风 2级,
2018-05-19 星期六 ,27℃,13℃,多云,东风 1级,
2018-05-20 星期日 ,27℃,15℃,多云,东北风 2级,
2018-05-21 星期一 ,17℃,9℃,小雨,东南风 1级,
2018-05-22 星期二 ,22℃,9℃,晴,东南风 1级,
2018-05-23 星期三 ,26℃,13℃,晴,东北风 1级,
2018-05-24 星期四 ,27℃,15℃,多云,东风 2级,
2018-05-25 星期五 ,25℃,10℃,浮尘,东北风 3级,
2018-05-26 星期六 ,22℃,10℃,多云,东风 1级,
2018-05-27 星期日 ,25℃,12℃,多云,东南风 微风,
2018-05-28 星期一 ,27℃,14℃,多云,东南风 1级,
2018-05-29 星期二 ,28℃,14℃,多云,南风 1级,
2018-05-30 星期三 ,29℃,14℃,晴,北风 2级,
2018-05-31 星期四 ,29℃,14℃,晴,东北风 2级,
2018-06-01 星期五 ,29℃,16℃,多云,南风 1级,
2018-06-02 星期六 ,30℃,14℃,晴,东北风 4级,
2018-06-03 星期日 ,21℃,10℃,小雨,西风 2级,
2018-06-04 星期一 ,28℃,12℃,晴,东风 1级,
2018-06-05 星期二 ,33℃,14℃,晴,东风 微风,
2018-06-06 星期三 ,30℃,13℃,多云,东风 1级,
2018-06-07 星期四 ,19℃,11℃,阵雨,西北风 2级,
2018-06-08 星期五 ,24℃,10℃,多云,西风 2级,
2018-06-09 星期六 ,28℃,13℃,晴,东南风 微风,
2018-06-10 星期日 ,29℃,13℃,晴,西风 1级,
2018-06-11 星期一 ,32℃,16℃,晴,北风 1级,
2018-06-12 星期二 ,33℃,17℃,晴,东风 2级,
2018-06-13 星期三 ,33℃,18℃,晴,东南风 1级,
2018-06-14 星期四 ,33℃,19℃,多云,东南风 2级,
2018-06-15 星期五 ,30℃,19℃,阴,南风 1级,
2018-06-16 星期六 ,31℃,19℃,晴,北风 1级,
2018-06-17 星期日 ,28℃,17℃,多云,西南风 1级,
2018-06-18 星期一 ,30℃,18℃,多云,东风 1级,
2018-06-19 星期二 ,29℃,17℃,多云,西南风 1级,
2018-06-20 星期三 ,29℃,17℃,晴,东风 1级,
2018-06-21 星期四 ,30℃,16℃,多云,西南风 1级,
2018-06-22 星期五 ,33℃,21℃,晴,东南风 1级,
2018-06-23 星期六 ,30℃,20℃,阵雨,南风 2级,
2018-06-24 星期日 ,29℃,19℃,多云,东北风 1级,
2018-06-25 星期一 ,27℃,19℃,小雨,西南风 1级,
2018-06-26 星期二 ,30℃,19℃,晴,东风 1级,
2018-06-27 星期三 ,32℃,20℃,多云,东风 1级,
2018-06-28 星期四 ,33℃,21℃,多云,东南风 1级,
2018-06-29 星期五 ,30℃,19℃,多云,东风 2级,
2018-06-30 星期六 ,32℃,21℃,晴,东北风 2级,
2018-07-01 星期日 ,26℃,18℃,多云,西北风 1级,
2018-07-02 星期一 ,27℃,17℃,多云,西风 1级,
2018-07-03 星期二 ,23℃,17℃,小雨,西风 1级,
2018-07-04 星期三 ,25℃,17℃,多云,东南风 3级,
2018-07-05 星期四 ,30℃,19℃,多云,南风 1级,
2018-07-06 星期五 ,28℃,20℃,多云,东风 1级,
2018-07-07 星期六 ,26℃,17℃,小雨,东北风 1级,
2018-07-08 星期日 ,24℃,16℃,小雨,西南风 1级,
2018-07-09 星期一 ,28℃,18℃,多云,东风 2级,
2018-07-10 星期二 ,23℃,16℃,小雨,东风 1级,
2018-07-11 星期三 ,29℃,17℃,晴,西北风 1级,
2018-07-12 星期四 ,32℃,19℃,晴,东南风 2级,
2018-07-13 星期五 ,33℃,19℃,晴,东北风 1级,
2018-07-14 星期六 ,33℃,20℃,晴,东风 1级,
2018-07-15 星期日 ,25℃,18℃,小雨,西北风 1级,
2018-07-16 星期一 ,32℃,18℃,多云,东风 1级,
2018-07-17 星期二 ,35℃,21℃,晴,东风 2级,
2018-07-18 星期三 ,31℃,22℃,多云,东南风 2级,
2018-07-19 星期四 ,32℃,21℃,多云,东南风 2级,
2018-07-20 星期五 ,24℃,16℃,中雨,东北风 1级,
2018-07-21 星期六 ,30℃,17℃,晴,东北风 1级,
2018-07-22 星期日 ,31℃,20℃,多云,东风 1级,
2018-07-23 星期一 ,25℃,17℃,中雨,东南风 1级,
2018-07-24 星期二 ,32℃,18℃,晴,东风 1级,
2018-07-25 星期三 ,35℃,18℃,晴,东风 2级,
2018-07-26 星期四 ,34℃,20℃,晴,东风 2级,
2018-07-27 星期五 ,34℃,20℃,晴,东北风 1级,
2018-07-28 星期六 ,34℃,21℃,晴,东北风 1级,
2018-07-29 星期日 ,32℃,21℃,多云,东南风 1级,
2018-07-30 星期一 ,35℃,21℃,晴,西风 1级,
2018-07-31 星期二 ,32℃,20℃,晴,东风 1级,
2018-08-01 星期三 ,32℃,21℃,晴,东风 2级,
2018-08-02 星期四 ,27℃,21℃,中雨,东北风 1级,
2018-08-03 星期五 ,27℃,20℃,中雨,北风 1级,
2018-08-04 星期六 ,31℃,19℃,多云,南风 1级,
2018-08-05 星期日 ,33℃,20℃,晴,西南风 1级,
2018-08-06 星期一 ,29℃,19℃,多云,南风 2级,
2018-08-07 星期二 ,28℃,19℃,多云,南风 1级,
2018-08-08 星期三 ,30℃,19℃,多云,东南风 2级,
2018-08-09 星期四 ,32℃,20℃,晴,东南风 1级,
2018-08-10 星期五 ,31℃,19℃,阵雨,南风 2级,
2018-08-11 星期六 ,32℃,19℃,晴,东南风 1级,
2018-08-12 星期日 ,27℃,19℃,阵雨,南风 1级,
2018-08-13 星期一 ,28℃,18℃,阵雨,东南风 1级,
2018-08-14 星期二 ,30℃,19℃,晴,南风 1级,
2018-08-15 星期三 ,27℃,18℃,阵雨,东风 2级,
2018-08-16 星期四 ,25℃,17℃,阴,北风 1级,
2018-08-17 星期五 ,27℃,17℃,多云,西南风 1级,
2018-08-18 星期六 ,29℃,19℃,多云,西风 1级,
2018-08-19 星期日 ,32℃,19℃,晴,南风 1级,
2018-08-20 星期一 ,29℃,19℃,多云,南风 1级,
2018-08-21 星期二 ,22℃,14℃,中雨,南风 2级,
2018-08-22 星期三 ,28℃,14℃,晴,南风 2级,
2018-08-23 星期四 ,30℃,15℃,晴,东风 1级,
2018-08-24 星期五 ,30℃,17℃,晴,南风 1级,
2018-08-25 星期六 ,25℃,16℃,中雨,东北风 微风,
2018-08-26 星期日 ,28℃,17℃,晴,东南风 2级,
2018-08-27 星期一 ,24℃,17℃,小雨,东风 1级,
2018-08-28 星期二 ,28℃,19℃,晴,东风 1级,
2018-08-29 星期三 ,30℃,19℃,多云,东北风 1级,
2018-08-30 星期四 ,28℃,19℃,多云,东风 微风,
2018-08-31 星期五 ,26℃,20℃,小雨,北风 1级,
2018-09-01 星期六 ,22℃,16℃,小到中雨,东风 1级,
2018-09-02 星期日 ,21℃,14℃,阵雨,东风 1级,
2018-09-03 星期一 ,26℃,15℃,晴,南风 1级,
2018-09-04 星期二 ,22℃,14℃,小雨,东北风 1级,
2018-09-05 星期三 ,21℃,13℃,阵雨,南风 微风,
2018-09-06 星期四 ,20℃,11℃,多云,南风 1级,
2018-09-10 星期一 ,26℃,12℃,晴,东北风 微风,
2018-09-11 星期二 ,25℃,13℃,多云,南风 1级,
2018-09-12 星期三 ,23℃,14℃,多云,东北风 1级,
2018-09-13 星期四 ,24℃,15℃,多云,南风 2级,
2018-09-14 星期五 ,21℃,8℃,多云,南风 2级,
2018-09-16 星期日 ,23℃,11℃,多云,东风 1级,
2018-09-17 星期一 ,20℃,14℃,多云,南风 3级,
2018-09-18 星期二 ,18℃,12℃,阴,南风 1级,
2018-09-19 星期三 ,20℃,12℃,阵雨,南风 2级,
2018-09-20 星期四 ,22℃,10℃,多云,东北风 1级,
2018-09-21 星期五 ,22℃,10℃,多云,东北风 1级,
2018-09-22 星期六 ,25℃,12℃,晴,西南风 1级,
2018-09-23 星期日 ,25℃,13℃,多云,东北风 2级,
2018-09-24 星期一 ,25℃,14℃,多云,东南风 2级,
2018-09-25 星期二 ,23℃,14℃,多云,东风 1级,
2018-09-26 星期三 ,21℃,12℃,多云,东北风 2级,
2018-09-27 星期四 ,17℃,8℃,小雨,南风 1级,
2018-09-28 星期五 ,21℃,9℃,晴,南风 2级,
2018-09-29 星期六 ,22℃,10℃,晴,南风 2级,
2018-09-30 星期日 ,19℃,7℃,多云,南风 微风,
2018-10-01 星期一 ,20℃,7℃,晴,西南风 1级,
2018-10-02 星期二 ,21℃,8℃,晴,南风 1级,
2018-10-03 星期三 ,23℃,8℃,晴,南风 3级,
2018-10-04 星期四 ,23℃,9℃,晴,东风 1级,
2018-10-05 星期五 ,19℃,7℃,阴,北风 2级,
2018-10-06 星期六 ,18℃,7℃,多云,东风 1级,
2018-10-07 星期日 ,18℃,8℃,多云,南风 2级,
2018-10-08 星期一 ,16℃,6℃,阴,南风 1级,
2018-10-09 星期二 ,18℃,4℃,晴,东南风 微风,
2018-10-10 星期三 ,18℃,5℃,多云,南风 1级,
2018-10-11 星期四 ,19℃,4℃,晴,东风 1级,
2018-10-12 星期五 ,20℃,4℃,晴,南风 1级,
2018-10-14 星期日 ,17℃,7℃,多云,东风 1级,
2018-10-15 星期一 ,20℃,6℃,晴,西南风 1级,
2018-10-16 星期二 ,20℃,4℃,晴,东风 2级,
2018-10-17 星期三 ,20℃,4℃,晴,东风 2级,
2018-10-18 星期四 ,17℃,7℃,多云,东风 1级,
2018-10-19 星期五 ,15℃,8℃,小雨,北风 1级,
2018-10-20 星期六 ,15℃,6℃,多云,东风 微风,
2018-10-21 星期日 ,14℃,5℃,多云,东风 1级,
2018-10-22 星期一 ,12℃,3℃,多云,东北风 1级,
2018-10-23 星期二 ,16℃,3℃,晴,东南风 微风,
2018-10-24 星期三 ,15℃,4℃,多云,北风 微风,
2018-10-25 星期四 ,12℃,0℃,多云,东南风 1级,
2018-10-26 星期五 ,15℃,3℃,晴,西风 1级,
2018-10-27 星期六 ,17℃,2℃,晴,西风 1级,
2018-10-28 星期日 ,17℃,3℃,晴,东南风 微风,
2018-10-29 星期一 ,18℃,3℃,阴,南风 微风,
2018-10-30 星期二 ,17℃,1℃,晴,南风 1级,
2018-10-31 星期三 ,18℃,0℃,晴,南风 1级,
2018-11-01 星期四 ,21℃,1℃,晴,东风 1级,轻度污染
2018-11-02 星期五 ,19℃,3℃,晴,西南风 1级,良
2018-11-03 星期六 ,12℃,5℃,阴,东风 1级,优
2018-11-04 星期日 ,8℃,-1℃,雨夹雪,东北风 1级,优
2018-11-05 星期一 ,5℃,-4℃,雨夹雪,东风 1级,良
2018-11-06 星期二 ,7℃,-2℃,多云,东南风 2级,优
2018-11-07 星期三 ,7℃,-3℃,雨夹雪,东南风 微风,良
2018-11-08 星期四 ,11℃,-2℃,晴,东北风 2级,良
2018-11-09 星期五 ,12℃,-1℃,晴,东北风 3级,良
2018-11-10 星期六 ,11℃,0℃,多云,东南风 1级,良
2018-11-11 星期日 ,13℃,0℃,晴,东南风 1级,轻度污染
2018-11-12 星期一 ,13℃,0℃,晴,东南风 1级,轻度污染
2018-11-13 星期二 ,14℃,2℃,晴,东北风 2级,轻度污染
2018-11-14 星期三 ,7℃,1℃,小雪,东北风 3级,良
2018-11-15 星期四 ,4℃,-2℃,小雪,东北风 2级,良
2018-11-16 星期五 ,3℃,-5℃,小雪,东北风 2级,优
2018-11-17 星期六 ,4℃,-5℃,多云,东北风 1级,良
2018-11-18 星期日 ,8℃,-4℃,晴,东南风 2级,良
2018-11-19 星期一 ,9℃,-5℃,晴,东南风 1级,良
2018-11-20 星期二 ,5℃,-6℃,晴,东北风 3级,优
2018-11-21 星期三 ,8℃,-5℃,晴,西南风 2级,轻度污染
2018-11-22 星期四 ,10℃,-3℃,晴,西南风 2级,轻度污染
2018-11-23 星期五 ,12℃,-4℃,晴,东北风 2级,良
